session_uid,session_type,car_idx,driver_column,driver_raw,lap,tyre,lap_time_ms,wear_avg,wear_rl,wear_rr,wear_fl,wear_fr,sess_time_sec,sc_status,tyre_age,s1_ms,s2_ms,s3_ms,fuel_mix
14608621467962233914,Race,13,SAINZ [13],SAINZ,1,Soft,72736,1.8,2,2,1,2,78.73566436767578,,0,21711,30504,20521,2
14608621467962233914,Race,15,PEREZ [15],PEREZ,1,Soft,72988,1.5,2,2,1,1,78.9942626953125,,0,21185,31344,20459,2
14608621467962233914,Race,14,LECLERC [14],LECLERC,1,Soft,73375,1.8,2,2,1,2,79.37938690185547,,0,21579,31254,20542,2
14608621467962233914,Race,7,VETTEL [7],VETTEL,1,Soft,73693,1.5,2,2,1,1,79.69599914550781,,0,21624,31537,20532,2
14608621467962233914,Race,18,KVYAT [18],KVYAT,1,Soft,74168,1.5,2,2,1,1,80.1668472290039,,0,21704,31865,20599,2
14608621467962233914,Race,4,OCON [4],OCON,1,Soft,74729,1.5,2,2,1,1,80.72689819335938,,0,21911,32368,20450,2
14608621467962233914,Race,1,GROSJEAN [1],GROSJEAN,1,Soft,76149,1.5,2,2,1,1,82.13833618164062,,0,21950,32632,21567,2
14608621467962233914,Race,0,GASLY [0],GASLY,1,Soft,76233,1.5,2,2,1,1,82.22618865966797,,0,22085,32640,21508,2
14608621467962233914,Race,17,RÄIKKÖNEN [17],RÄIKKÖNEN,1,Soft,76408,1.5,2,2,1,1,82.40037536621094,,0,22957,32121,21330,2
14608621467962233914,Race,16,NORRIS [16],NORRIS,1,Soft,76522,1.5,2,2,1,1,82.52157592773438,,0,22283,32976,21263,2
14608621467962233914,Race,12,MAGNUSSEN [12],MAGNUSSEN,1,Soft,76803,1.5,2,2,1,1,82.81668853759766,,0,22681,33112,21010,2
14608621467962233914,Race,5,LATIFI [5],LATIFI,1,Soft,77301,1.5,2,2,1,1,83.31485748291016,,0,23337,32911,21053,2
14608621467962233914,Race,3,RUSSELL [3],RUSSELL,1,Soft,77575,1.5,2,2,1,1,83.56490325927734,,0,23062,33489,21024,2
14608621467962233914,Race,10,GIOVINAZZI [10],GIOVINAZZI,1,Soft,77971,1.5,2,2,1,1,83.96742248535156,,0,23351,33645,20975,2
14608621467962233914,Race,8,VERSTAPPEN [8],VERSTAPPEN,2,Soft,66375,4,4,4,4,4,141.00064086914062,,1,16782,29688,19905,3
14608621467962233914,Race,9,HAMILTON [9],HAMILTON,2,Soft,66236,4,4,4,4,4,141.4862060546875,,1,16727,29587,19922,3
14608621467962233914,Race,2,BOTTAS [2],BOTTAS,2,Soft,66259,3.5,4,4,3,3,142.1826629638672,,1,16697,29509,20053,3
14608621467962233914,Race,6,RICCIARDO [6],RICCIARDO,2,Soft,66812,4,4,4,4,4,143.7982635498047,,1,16809,29848,20155,3
14608621467962233914,Race,11,STROLL [11],STROLL,2,Soft,66860,3.5,4,4,3,3,144.314697265625,,1,16766,29848,20246,3
14608621467962233914,Race,19,ALBON [19],ALBON,2,Soft,66960,3.2,3,3,4,3,145.1807098388672,,1,16846,29926,20188,3
14608621467962233914,Race,13,SAINZ [13],SAINZ,2,Soft,67222,3.8,4,4,3,4,145.9468231201172,,1,16799,30117,20306,3
14608621467962233914,Race,15,PEREZ [15],PEREZ,2,Soft,67290,3.5,4,4,3,3,146.27452087402344,,1,16819,30195,20276,3
14608621467962233914,Race,14,LECLERC [14],LECLERC,2,Soft,67671,4,4,4,4,4,147.03704833984375,,1,16948,30401,20322,3
14608621467962233914,Race,7,VETTEL [7],VETTEL,2,Soft,67810,3.5,4,4,3,3,147.49951171875,,1,16991,30496,20323,3
14608621467962233914,Race,18,KVYAT [18],KVYAT,2,Soft,67951,3.5,4,4,3,3,148.108154296875,,1,16861,30611,20479,3
14608621467962233914,Race,4,OCON [4],OCON,2,Soft,67778,3.5,4,4,3,3,148.52012634277344,,1,16802,30486,20490,3
14608621467962233914,Race,0,GASLY [0],GASLY,2,Soft,68263,3.5,4,4,3,3,150.49884033203125,,1,17344,30477,20442,3
14608621467962233914,Race,16,NORRIS [16],NORRIS,2,Soft,68926,3.5,4,4,3,3,151.44244384765625,,1,17329,30882,20715,3
14608621467962233914,Race,1,GROSJEAN [1],GROSJEAN,2,Soft,69644,3.5,4,4,3,3,151.78355407714844,,1,17470,30952,21222,3
14608621467962233914,Race,17,RÄIKKÖNEN [17],RÄIKKÖNEN,2,Soft,69975,3.5,4,4,3,3,152.3842315673828,,1,17706,31564,20705,3
14608621467962233914,Race,12,MAGNUSSEN [12],MAGNUSSEN,2,Soft,70056,3.5,4,4,3,3,152.8538055419922,,1,17391,31893,20772,3
14608621467962233914,Race,5,LATIFI [5],LATIFI,2,Soft,70260,3.5,4,4,3,3,153.55125427246094,,1,17074,32250,20936,3
14608621467962233914,Race,3,RUSSELL [3],RUSSELL,2,Soft,70252,3.5,4,4,3,3,153.824951171875,,1,17106,32179,20967,3
14608621467962233914,Race,10,GIOVINAZZI [10],GIOVINAZZI,2,Soft,70332,3.5,4,4,3,3,154.3018341064453,,1,17215,32154,20963,3
14608621467962233914,Race,8,VERSTAPPEN [8],VERSTAPPEN,3,Soft,66147,6,6,6,6,6,207.14022827148438,,2,16721,29476,19950,3
14608621467962233914,Race,9,HAMILTON [9],HAMILTON,3,Soft,66122,6,6,6,6,6,207.61331176757812,,2,16609,29529,19984,3
14608621467962233914,Race,2,BOTTAS [2],BOTTAS,3,Soft,66031,5.5,6,6,5,5,208.21197509765625,,2,16596,29393,20042,3
14608621467962233914,Race,6,RICCIARDO [6],RICCIARDO,3,Soft,67004,6,6,6,6,6,210.80043029785156,,2,16824,29905,20275,3
14608621467962233914,Race,11,STROLL [11],STROLL,3,Soft,66799,5.5,6,6,5,5,211.1151123046875,,2,16688,29828,20283,3
14608621467962233914,Race,19,ALBON [19],ALBON,3,Soft,67047,5.2,5,5,6,5,212.22946166992188,,2,16797,29941,20309,3
14608621467962233914,Race,13,SAINZ [13],SAINZ,3,Soft,66900,5.5,6,6,5,5,212.84735107421875,,2,16730,29877,20293,3
14608621467962233914,Race,15,PEREZ [15],PEREZ,3,Soft,66898,5.5,6,6,5,5,213.17691040039062,,2,16665,29989,20244,3
14608621467962233914,Race,14,LECLERC [14],LECLERC,3,Soft,67088,5.8,6,5,6,6,214.15402221679688,,2,16922,29858,20308,3
14608621467962233914,Race,7,VETTEL [7],VETTEL,3,Soft,67222,5.5,6,6,5,5,214.7281036376953,,2,16886,29994,20342,3
14608621467962233914,Race,18,KVYAT [18],KVYAT,3,Soft,67373,5.5,6,6,5,5,215.49595642089844,,2,16739,30217,20417,3
14608621467962233914,Race,4,OCON [4],OCON,3,Soft,67307,5.5,6,6,5,5,215.81866455078125,,2,16724,30146,20437,3
14608621467962233914,Race,0,GASLY [0],GASLY,3,Soft,67615,5.5,6,6,5,5,218.12841796875,,2,16998,30156,20461,3
14608621467962233914,Race,16,NORRIS [16],NORRIS,3,Soft,67082,5.5,6,6,5,5,218.5215606689453,,2,16796,29880,20406,3
14608621467962233914,Race,1,GROSJEAN [1],GROSJEAN,3,Soft,68150,5.5,6,6,5,5,219.94931030273438,,2,17036,30429,20685,3
14608621467962233914,Race,17,RÄIKKÖNEN [17],RÄIKKÖNEN,3,Soft,68070,5.5,6,6,5,5,220.44554138183594,,2,16963,30416,20691,3
14608621467962233914,Race,12,MAGNUSSEN [12],MAGNUSSEN,3,Soft,68148,5.5,6,6,5,5,221.01260375976562,,2,16970,30491,20687,3
14608621467962233914,Race,5,LATIFI [5],LATIFI,3,Soft,68421,5.8,7,6,5,5,221.97955322265625,,2,16988,30671,20762,3
14608621467962233914,Race,3,RUSSELL [3],RUSSELL,3,Soft,68642,5.8,7,6,5,5,222.46295166015625,,2,17083,30670,20889,3
14608621467962233914,Race,10,GIOVINAZZI [10],GIOVINAZZI,3,Soft,68522,5,6,5,5,4,222.8247528076172,,2,16979,30693,20850,3
14608621467962233914,Race,9,HAMILTON [9],HAMILTON,4,Soft,66192,8.2,9,8,8,8,273.8023986816406,,3,16480,29835,19877,3
14608621467962233914,Race,2,BOTTAS [2],BOTTAS,4,Soft,66716,8,9,8,7,8,274.930908203125,,3,16409,30169,20138,3
14608621467962233914,Race,8,VERSTAPPEN [8],VERSTAPPEN,4,Soft,68253,8,8,8,8,8,275.3945617675781,,3,16892,30873,20488,3
14608621467962233914,Race,6,RICCIARDO [6],RICCIARDO,4,Soft,67209,8.2,9,8,8,8,278.0048522949219,,3,16918,30073,20218,3
14608621467962233914,Race,11,STROLL [11],STROLL,4,Soft,67188,7,8,7,7,6,278.29656982421875,,3,16763,30222,20203,3
14608621467962233914,Race,19,ALBON [19],ALBON,4,Soft,66867,7.5,7,7,8,8,279.0936279296875,,3,16938,29896,20033,3
14608621467962233914,Race,13,SAINZ [13],SAINZ,4,Soft,67177,7.5,8,8,7,7,280.0500183105469,,3,16692,30157,20328,3
14608621467962233914,Race,15,PEREZ [15],PEREZ,4,Soft,67072,7.2,8,7,7,7,280.2412109375,,3,16648,30165,20259,3
14608621467962233914,Race,14,LECLERC [14],LECLERC,4,Soft,67209,7.8,8,7,8,8,281.3485107421875,,3,16882,29985,20342,3
14608621467962233914,Race,7,VETTEL [7],VETTEL,4,Soft,67167,7.2,8,7,7,7,281.89190673828125,,3,16769,30071,20327,3
14608621467962233914,Race,18,KVYAT [18],KVYAT,4,Soft,66967,7.8,9,8,7,7,282.4549865722656,,3,16690,30017,20260,3
14608621467962233914,Race,4,OCON [4],OCON,4,Soft,67160,7.5,8,8,7,7,282.96978759765625,,3,16666,30142,20352,3
14608621467962233914,Race,16,NORRIS [16],NORRIS,4,Soft,67093,7.5,8,8,7,7,285.6241760253906,,3,16673,30162,20258,3
14608621467962233914,Race,0,GASLY [0],GASLY,4,Soft,68141,7.5,8,8,7,7,286.2579345703125,,3,16966,30713,20462,3
14608621467962233914,Race,1,GROSJEAN [1],GROSJEAN,4,Soft,68248,7.5,8,8,7,7,288.1855773925781,,3,16998,30539,20711,3
14608621467962233914,Race,17,RÄIKKÖNEN [17],RÄIKKÖNEN,4,Soft,68047,7.2,8,7,7,7,288.494140625,,3,16832,30594,20621,3
14608621467962233914,Race,12,MAGNUSSEN [12],MAGNUSSEN,4,Soft,68070,7.5,8,8,7,7,289.06903076171875,,3,16962,30459,20649,3
14608621467962233914,Race,5,LATIFI [5],LATIFI,4,Soft,68102,7.8,9,8,7,7,290.0783996582031,,3,16907,30367,20828,3
14608621467962233914,Race,3,RUSSELL [3],RUSSELL,4,Soft,68081,7.8,9,8,7,7,290.5432434082031,,3,16935,30391,20755,3
14608621467962233914,Race,10,GIOVINAZZI [10],GIOVINAZZI,4,Soft,68116,6.8,8,7,6,6,290.9383850097656,,3,16908,30533,20675,3
14608621467962233914,Race,9,HAMILTON [9],HAMILTON,5,Soft,66152,10.2,11,10,10,10,339.9569396972656,,4,16761,29437,19954,3
14608621467962233914,Race,2,BOTTAS [2],BOTTAS,5,Soft,65998,9.8,11,10,9,9,340.9427490234375,,4,16652,29351,19995,3
14608621467962233914,Race,8,VERSTAPPEN [8],VERSTAPPEN,5,Soft,66268,10,10,10,10,10,341.6725769042969,,4,16796,29547,19925,3
14608621467962233914,Race,11,STROLL [11],STROLL,5,Soft,66282,9,10,9,9,8,344.5744934082031,,4,16418,29659,20205,3
14608621467962233914,Race,6,RICCIARDO [6],RICCIARDO,5,Soft,68604,10,11,10,10,9,346.612548828125,,4,16808,30446,21350,3
14608621467962233914,Race,19,ALBON [19],ALBON,5,Soft,67507,9,9,8,10,9,346.612548828125,,4,16120,29844,21543,3
